item_id;url;scrape_status;scrape_error;fecha_publicacion;titulo;descripcion;precio;moneda;marca;modelo;anio;horas;seller_name;seller_url;seller_time_on_ml;ubicacion_address_line;ubicacion_ciudad;ubicacion_provincia;ubicacion_latitud;ubicacion_longitud;condicion;garantia;potencia;tipo_direccion
MLA1574418963;https://articulo.mercadolibre.com.ar/MLA-1574418963;ok;;;Rotovator 3 Puntos 125cm Para Tractor 25 A 35hp Nuevos - $ 3.750.000;"Rotovator 125cm
Ancho de labor 115cm
Precio mas iva 10.5%
Para tractores con 3 puntos de 25 a 35HP
Amplio Stock !!";;;Traccion Sur;Rotovator 125;2025;;Traccion Sur;https://www.mercadolibre.com.ar/perfil/Traccion Sur;;;;;;;;;;
MLA2005096744;https://articulo.mercadolibre.com.ar/MLA-2005096744;ok;;;Tractor 58hp. Agrícola. Quintero. Frutero. 4x4. Financiado - US$ 15.500;"Tractor Chery bylion modelo RA504A.
58hp de potencia, 4x4, doble salida hidráulica, enganche de 3 puntos y toma de fuerza de 2 velocidades!!!
Ideal para horticultura, frutero, quintero, yerbatero y productores regionales.
Espectacular precio!!
Garantía 18 meses o 1500 horas, lo que suceda primero.
Disponibilidad de todos los repuestos, servicio de post venta y services.";;;Chery Bylion;RA504A;2022;1500;American Agro;https://www.mercadolibre.com.ar/perfil/American Agro;;;;;;;;;;
MLA2533822838;https://articulo.mercadolibre.com.ar/MLA-2533822838;ok;;;Desmalezadora De Arrastre Nueva 3.20 Mt Grass Cutter Nueva - $ 13.560.000;"PRECIO MAS IVA 10.5%
KIT HIDRAULICO NO INCLUIDO EN EL VALOR
ANCHO DE CORTE 3 METROS
3 CAJAS, 2 PORTA CUCHILLAS
NUEVA NACIONAL, MARCA GRASS CUTTER
ROBUSTA";;;Grass Cutter;3000 TT AR;2024;;Traccion Sur;https://www.mercadolibre.com.ar/perfil/Traccion Sur;;;;;;;;;;
MLA1578915103;https://articulo.mercadolibre.com.ar/MLA-1578915103;ok;;;Nuevos Tractores Hanomag Stark Agr2 25hp 2025 - $ 11.800.000;"LINEA NUEVA DE TRACTORES PARQUEROS
STARK
25HP
LEVANTE 3 PUNTOS
4X2 O 4X4
INVERTIDOS
MOTOR 3 CILINDROS
DIRECCION HID.
Concesionaria oficial Michigan y Hanomag. 
Implementos Agricolas y Viales 
Financiación.";;;Hanomag;STARK AGR;2025;;Jimvaltra;https://www.mercadolibre.com.ar/perfil/Jimvaltra;;;;;;;;;;
MLA1475744003;https://articulo.mercadolibre.com.ar/MLA-1475744003;ok;;;Pala Cargadora Frontal Taurus Ctx926a - 1 Metro - Corralon - US$ 33.500;"Pala Cargadora CTX926A 1,0 m³

Capacidad de balde: 1 m³
Capacidad de carga: 1.600 kg
Altura de descarga: 3.800 mm
Motor: YN33GBZ TURBO
Potencia del motor: 85 hp TURBO
Neumáticos: 16/70-20
Rodado Agricola
Velocidad máxima: 25 km/h
Peso operativo: 4.500 kg
A/C - Joystick - Camara de retroceso
Garantia


#GrupoTaurus | #InnovacionConstante";;;Taurus;CTX 926 Agrciola;2024;;Grupo Taurus;https://www.mercadolibre.com.ar/perfil/Grupo Taurus;;;;;;;;;;
MLA1478613813;https://articulo.mercadolibre.com.ar/MLA-1478613813;ok;;;Retroexcavadora Gehl Gbl 920 - Distribuidor Oficial - US$ 99.900;"INDUSTRIAS MG - DISTRIBUIDORES OFICIALES DE GEHL
________________________________________________________________
 RETROEXCAVADORA GEHL GBL-X 920 — POTENCIA, DURABILIDAD Y MÁXIMA EFICIENCIA

La GEHL GBL-X 920 es una retroexcavadora diseñada para rendir al máximo en los trabajos más exigentes. Construida para ofrecer potencia, precisión y durabilidad, combina un motor robusto, un sistema hidráulico de alto rendimiento y una estructura reforzada que garantiza una larga vida útil incluso en las condiciones más desafiantes.
Ideal para empresas de construcción, obras viales, uso agrícola e industrial que buscan productividad, confort y bajo costo operativo.

PRINCIPALES CARACTERÍSTICAS
Capó irrompible DCPD, resistente a golpes y condiciones severas.
Pluma y cazo reforzados para mayor durabilidad y resistencia.
UCH inteligente, optimiza el rendimiento y mejora el consumo de combustible.
Interruptor de corte de batería para mayor seguridad.
Opciones de confort premium, como aire acondicionado / HVAC.
Mejor ángulo de descarga de su categoría: 51°.
Altura de descarga líder en su clase: 2,78 m.

MOTOR Y RENDIMIENTO
Motor Perkins 1104C 44T Turbo — Tier II
Potencia: 92 HP / 68 kW @ 2200 rpm
Par máximo: 395 Nm
Velocidad máxima: 40 km/h
Excelente eficiencia térmica y bajo consumo
Sistema hidráulico de alto caudal: 142 l/min a 225 bar

TRANSMISIÓN
Marca Carraro
Caja de 4 marchas hacia adelante y 4 hacia atrás
Convertidor de par 3.01:1
Frenos de disco húmedo de alta durabilidad

DATOS HIDRÁULICOS Y CAPACIDADES
Capacidad de cargadora: 1 m³
Ancho del cazo retroexcavador: 722 mm
Tanque de combustible: 145 L
Aceite hidráulico: 90 L

DIMENSIONES Y PESO
Peso operativo: 7.620 – 7.908 kg (según configuración)
Longitud total: 7330 mm
Altura total: 3790 mm
Distancia al suelo: 280 mm
Ángulo de aproximación: 66°
Radios de giro optimizados para espacios reducidos:
3850 mm (con freno)
4200 mm (sin freno)

SEGURIDAD Y CONFORT
Tres botones de parada de emergencia (1 interno y 2 externos).
Asiento con suspensión completa.
Bloqueo de cilindro de flecha.
Fácil acceso a todos los componentes para mantenimiento rápido.
Cabina disponible con aire acondicionado.

¿POR QUÉ ELEGIR LA GEHL GBL-X 920?
Rendimiento superior garantizado.
Máxima robustez y confiabilidad.
Costos de mantenimiento reducidos.
Ideal para obras, movimientos de suelo, tareas agrícolas y uso intensivo.
Marca líder a nivel mundial en maquinaria compacta y de construcción.
________________________________________________________________

CONSIDERACIONES

• Dólar Oficial BNA Vendedor Billete
• Precio no incluye IVA de 10.5%
• Modalidad: Venta Directa

Consulte disponibilidad para entrega Inmediata - Importadores directo de fabrica
Precios expresados en dólar y sin IVA

________________________________________________________________

INDUSTRIAS MG

Industrias MG cuenta con más de 19 años de trayectoria en la comercialización de maquinaria vial, industrial y agrícola, así como en la provisión de repuestos y accesorios.

Somos importadores directos, lo que nos permite ofrecer precios altamente competitivos y un abastecimiento constante de productos.

Disponemos del stock más completo de repuestos originales, garantizando una asistencia rápida, eficiente y orientada a prolongar la vida útil de sus equipos. También proveemos repuestos, cubiertas y accesorios de todas las marcas.

Trabajamos día a día para asegurar el mejor precio del mercado, acompañado de un servicio postventa de excelencia.

Consultanos por nuestra línea completa de productos y repuestos.
Representantes Oficiales Michelin.";;;Gehl;GBL920;2026;;Industrias Mg;https://www.mercadolibre.com.ar/perfil/Industrias Mg;;;;;;;;;;
MLA1473941961;https://articulo.mercadolibre.com.ar/MLA-1473941961;ok;;;Tractor Chery 180hp Cabinado, Tipo J. Deere Financiado Promo - US$ 81.100;"TRACCION Doble 4x4
MOTOR TIPO Diesel 6 cilidros, 4 tiempos, inyección mecánica directa.
Refrigerado por agua, tecnología Perkins.
Modelo YC6J165-T301
POTENCIA (HP) 180 Desplazamiento, cm3 5800
Capacidad tanque de combustible 300 litros
SISTEMA DE TRANSMISION Número de marchas 24x8
Tipo de transmisión Sincronizada
Min/max KM/h Avance 1.61-32.41 / Retroceso 1.77-20.47
Mecanismo de dirección Hidrostática
Embrague Doble embrague-Seco ""LUK""
Bloqueo de diferencial Mecánico
FRENOS: Freno principal A disco seco
Freno de estacionamiento SI
TOMA DE FUERZA PTO, Rpm 540/1000
Nro de estrías/ Diametro 6 estrias 35mm
Barra de tiro Oscilante
SISTEMA HIDRÁULICO
Tipo de bomba Engranaje (Centro abierto) Bomba L/min 82
Valvulas de control remoto 3 de doble acción
Suspensión de 3 puntos Cat 3 Capacidad de levante a 610mm en kg 2200
DIMENSION
Largo total, mm 5060
Ancho total mm 2265
Altitud mm 2995
Distancia entre ejes mm 2580
Trocha delantera 1900/1810 ajustable
Trocha trasera 1816/2410 ajustable
Min distancia al suelo mm 470
Peso, kg 3800
Rodado/ Delantera/trasera 460/85R30, 650/70R42";;;Chery;RS1804C;2024;;American Agro;https://www.mercadolibre.com.ar/perfil/American Agro;;;;;;;;;;
MLA1574392389;https://articulo.mercadolibre.com.ar/MLA-1574392389;ok;;;Nueva Michigan R45ii 1 Mt3 Capacidad 1.6tn  Entrega Inmediat - US$ 23.736;"PRECIO + IVA 10.5% 

EN ESTE MOMENTO DISPONEMOS DE ENTREGA INMEDIATA


TRACCION SUR S.A. - CONCESIONARIO OFICIAL MICHIGAN Y HANOMAG. (TRES ARROYOS, PROV BS AS)

VENTAS A TODOS LOS PUNTOS DEL PAÍS.


PALA CARGADORA MICHIGAN R45C-IV (FASE4)
CAPACIDAD (1 METRO CUBICO)

TRANSMICION MEDIANTE CONVERTIDOR 

BRAZOS CON 3.50 METROS DE LARGO

MAYOR RODADO 16/70 - 20

CAPACIDAD DE CARGA 1500KG 

COMANDO MEDIANTE JOYSTICK

CABINA PANORÁMICA

TRANSMICION TIPO POWER SHIFT 4WD - 8 MARCHAS

GARANTIA DE 1 AÑO O 1.000 HS

VENTAS Y ENVIOS A TODOS LOS PUNTOS DEL PAÍS

SERVICIO POST VENTA Y REPUESTOS";;;Michigan;R45C II;2024;1000;Traccion Sur;https://www.mercadolibre.com.ar/perfil/Traccion Sur;;;;;;;;;;
MLA1517660987;https://articulo.mercadolibre.com.ar/MLA-1517660987;ok;;;Cargadora Iron Xcmg Zl20g - 1m3 - 92 Hp  - US$ 41.100;"CARACTERÍSTICAS TÉCNICAS DEL EQUIPO

Peso Operativo : 6.200 kg
Potencia : 92 hp
Marca Motor : YUCHAI
Capacidad de Balde : 1m3
Altura Maxima al Perno de Descarga : 3.350 mm
Largo Total : 5.820 mm
Alto Total : 2.850 mm
Ancho Total : 1.690 mm

IRON SERVICE
A través de su extensa red de distribuidores nacionales y agentes locales, IRON Group está siempre cerca para responder con rapidez a las necesidades de posventa de su comunidad de usuarios.

IRON PARTS
IRON Group posee centros regionales de distribución de partes, accesorios y consumibles, preparados para actuar de inmediato ante cualquier solicitud de un
distribuidor o usuario.

IRON CREDIT
IRON Group ofrece diferentes sistemas de financiación, tanto a nivel regional como internacional, que se amoldan a las necesidades de cada uno de sus clientes, tanto privados como gubernamentales.";;;iron xcmg;ZL20G;2025;;Irongroup;https://www.mercadolibre.com.ar/perfil/Irongroup;;;;;;;;;;
MLA1658566605;https://articulo.mercadolibre.com.ar/MLA-1658566605;ok;;;Pala Cargadora Gema C65 0km. 125 Hp. Agro, Vial - US$ 49.800;"CARACTERÍSTICAS
La pala cargadora C65 cuenta con:
Motor WEICHAI de 125 hp Turbo Diésel
Transmisión Powershift 4WD
Cabina con Aire Acondicionado
Acople rápido hidráulico
Cámara de retroceso
Joystick hidráulico
Calefacción
Rodado 17.5 / 25 vial";;;Gema;C65;2026;;Rogas S.a.s.;https://www.mercadolibre.com.ar/perfil/Rogas S.a.s.;;;;;;;;;;
MLA2005147808;https://articulo.mercadolibre.com.ar/MLA-2005147808;ok;;;Tractor Tipo John Deere Marca Chery 105hp Cabinado 4x4 - US$ 40.400;"DETALLES TÉCNICOS RC1004C
Tracción Doble 4x4
Motor tipo Diesel 4 cilindros, 4 tiempos, inyección directa. Refrigerado por agua, tecnología Perkins.
Potencia 105HP
Desplazamiento 4070 cm3
Velocidad de rotación 2300 rpm
Número de marchas 12 X 12
Velocidad min-max (avance / retroceso)2,19 - 29,41 / 4,72 - 13,47 Km/h
Freno principalDisco en baño de aceite
Toma de fuerza (PTO / rpm)540 / 1000
Suspensión de 3 puntosCat. III
Capacidad de levante a 610mm 1733 kg
Largo total 4382 mm
Ancho total 2083 mm
Altitud total 2760 mm
Peso 4500 Kg";;;Chery;RC1004C;2025;;American Agro;https://www.mercadolibre.com.ar/perfil/American Agro;;;;;;;;;;
MLA1564651575;https://articulo.mercadolibre.com.ar/MLA-1564651575;ok;;;Pala Cargadora Frontal Hidráulica Tractor Massey Fiat Deutz  - $ 6.690.000;"PALA CARGADORA FRONTAL HIDRÁULICA GS-750

Con paralelogramo compensador (el balde se mantiene horizontal al levantar)

Ideal para trabajos agrícolas, movimientos de suelo, feedlots y tareas generales en el campo. Construida para uso intensivo, alta durabilidad y excelente rendimiento.

COMPATIBLE CON TRACTORES

Massey Ferguson, Fiat, Deutz, AGCO Allis, Apache, New Holland, Pauny, Deutz Fahr, Fiatagri
(Modelos varios. Consultá compatibilidad exacta con tu tractor)

CARACTERÍSTICAS PRINCIPALES

ESTRUCTURA REFORZADA (BRAZOS)
Diseño tipo doble C reforzado
Perfiles plegados en chapa 3/16"" soldados
Plegado interno que mejora la rigidez y durabilidad
Preparada para trabajo intensivo y uso prolongado

BALDE DE CARGA REFORZADO
Capacidad aproximada: 3/4 m³
Ancho: 1,50 m
Cuchilla inferior reforzada
Refuerzos inferiores para evitar desgaste prematuro
Opcional: sobrevuelo superior para mayor capacidad en cargas livianas

PERNOS Y BUJES
Fabricados en acero SAE 1045, alta resistencia al desgaste

REFUERZOS ESTRUCTURALES
Chapas de espesores 1/4”, 5/16"" y 3/8"", ubicadas estratégicamente en los puntos de mayor exigencia

SISTEMA HIDRÁULICO (4 CILINDROS)
2 cilindros de 2 1/2” con vástagos de 38 mm para levante de brazos
2 cilindros de 2 1/2” con vástagos de 38 mm para movimiento del balde
Mangueras hidráulicas 3/8” R2, accesorios hidráulicos y acoples rápidos aptos para control remoto

Altura máxima de levante: aproximadamente 3,90m (depende del rodado del tractor)

SISTEMA DE ACOPLE RÁPIDO (QUICK ATTACH)
Permite incorporar accesorios en segundos, tales como:
Pinche para rollos
Porta pallet
Cargador de Big-Bag
Otros implementos compatibles

VENTAJAS PARA EL OPERARIO
Fácil manejo y operación intuitiva
Mayor visibilidad y control del balde o del accesorio
Construcción reforzada para uso intensivo
Excelente relación peso/resistencia

OPCIONALES DISPONIBLES
Pinche para rollos
Porta pallet reforzado
Cargador de Big-Bag
(Consultar precios de cada accesorio)

FORMAS DE PAGO
Contado
Consultar por financiación con cheques y e-cheq hasta 120 días
Consultar por otras modalidades según la necesidad del productor

ENVÍOS E INSTALACIÓN EN TODO EL PAÍS
Coordinamos transporte, logística e instalación en su tractor. 

DEJAMOS LA PALA LISTA PARA TRABAJAR.

CONSULTÁ AHORA

Enviamos cotización personalizada, fotos adicionales, videos y compatibilidad exacta con tu tractor.

Respondemos rápido y brindamos asesoramiento técnico completo.";;;GESER;GS-750;2025;;Geser Metalúrgica;https://www.mercadolibre.com.ar/perfil/Geser Metalúrgica;;;;;;;;;;
MLA2582248190;https://articulo.mercadolibre.com.ar/MLA-2582248190;ok;;;Cargador Frontal Articulado Iron Xcmg Xc938f (2m3)  - US$ 57.870;"El importe publicado corresponde al precio de lista a Publico y no incluye IVA (10,5%)
Consulte por descuentos por pago contado.


PRINCIPALES CARACTERISTICAS
Capacidad de Balde : 2m3
Capacidad de Carga : 3.000 kg
Potencia : 125 hp
Altura de descarga : 3.260 mm
Peso Operativo : 10.600 kg
Dimensiones : 7.050 x 2.482 x 3.118 mm
Neumaticos : 17.5 - 25 - 12PR";;;IRON XCMG;XC938F;2026;;Irongroup;https://www.mercadolibre.com.ar/perfil/Irongroup;;;;;;;;;;
MLA2005110406;https://articulo.mercadolibre.com.ar/MLA-2005110406;ok;;;Tractor Chery 240hp 4x4 Cabinado - Financiado Y Entrega Ya!! - US$ 135.000;"FINANCIACIÓN PROPIA - 50% DE ANTICIPO Y 4 CHEQUES FIJOS, EN PESOS Y SIN INTERÉS!!! ENTREGA INMEDIATA!!!

RJ2404C

DETALLES TÉCNICOS
Tracción Doble 4x4
Motor tipo Diesel 6 cilindros, 4 tiempos, Inyección Electrónica. Refrigerado por agua. TURBO
Potencia 240 hp
Desplazamiento 8100 cm3
Número de marchas 32 x 32
Velocidad min-max (avance / retroceso)Avance 0.26-39.79/ Retroceso 0,29-36
Freno principal A Disco en Baño de Aceite
Toma de fuerza (PTO / rpm) 540/1000
Suspensión de 3 puntos Cat. 3
Capacidad de levante a 610mm 4000
Largo total 5540 mm
Ancho total 3600 mm dual
Altitud total 3354 mm
Min distancia al suelo 450 mm
Accesorios y Misceláneas:

• Caja con Herramientas.
• Manual para el Operador y Mantenimiento.
• Manual completo con despiece del equipo.
• Engrasador.";;;Chery;RJ2404C;2025;;American Agro;https://www.mercadolibre.com.ar/perfil/American Agro;;;;;;;;;;
MLA2794501732;https://articulo.mercadolibre.com.ar/MLA-2794501732;ok;;;Pala Cargadora Fiat 400 Invertido Balde 1/2 Mt3 Inmeca - US$ 8.500;Encontrá más productos en Mercado Libre;;;Fiat;400 S;1978;;Alberto Antonio Rafa Forciniti;https://www.mercadolibre.com.ar/perfil/Alberto Antonio Rafa Forciniti;;;;;;;;;;
MLA1648361975;https://articulo.mercadolibre.com.ar/MLA-1648361975;ok;;;Doosan Dl300, Cargadora 3.1 M3 De Balde. - US$ 75.000;"Pala cargadora Dossan DL 300, primera Mano. 2011.
Balde 3.1 m3 reforzado. 16162 hs. a las 14000 hs se le reemplazado bomba hidráulica principal, se le hicieron los frenos, se le encuadraron los alojamientos de bujes y se le colocó pernos, bujes, arandelas, retenes y guardapolvos originales Doosan. 
Tiene instalado un centralizador de engrase para todo el equipo de trabajo marca Lincoln. Esta con neumáticos nuevos. 
Equipo 100 % operativo. Siempre se uso con combustible grado 3. 
No consume aceite ni tiene perdidas hidráulicas. 
Tiene transmisión, y diferenciales ZF alemanes. 
Equipo muy fuerte y con mucha fuerza.";;;Doosan;DL300;2011;16162;Tecem Sa;https://www.mercadolibre.com.ar/perfil/Tecem Sa;;;;;;;;;;
MLA1642925787;https://articulo.mercadolibre.com.ar/MLA-1642925787;ok;;;Pala Cargadora Gema C75 125 Hp. 0km. Agro, Vial. - US$ 58.200;"Somos GEMA Argentina – Desde 1943, líderes en maquinaria agrícola y vial brindandote soluciones con compromiso, confianza y calidad.

La pala cargadora C75 cuenta con:

Motor WEICHAI de 125 hp Turbo Diésel
Transmisión Powershift 4WD
4 cambios de avance y 2 de retroceso
Cabina con Aire Acondicionado
Acople rápido hidráulico
Cámara de retroceso
Joystick hidráulico
Calefacción
Rodado 17.5 / 25 vial

_

Consultanos acerca de los planes de financiación que mejor se ajusten a tu medida. Además contamos con servicios de garantía y postventa, como así también comercialización de repuestos para tu maquinaria.

GEMA - MÁS DE 80 AÑOS DE TRAYECTORIA EN TODO EL PAÍS

Con presencia en el mercado desde 1943, GEMA es una empresa argentina con una sólida trayectoria en la comercialización de maquinaria vial y agrícola. Nuestra historia de más de ocho décadas refleja compromiso, innovación y confianza, acompañando a productores, contratistas y empresas de todo el país. Contamos con una Casa Central equipada con talleres propios de ensamblado, mantenimiento y reparación, brindando servicio postventa, repuestos originales y asistencia técnica especializada. Nuestra línea de productos abarca una amplia gama de equipos para los sectores vial, agrícola y de construcción, incluyendo cargadoras, motoniveladoras, retroexcavadoras, compactadores, tractores, palas y equipos multipropósito, entre otros.

GEMA – Tecnología, respaldo y experiencia al servicio del trabajo argentino.";;;Gema;C75;2026;;Rogas S.a.s.;https://www.mercadolibre.com.ar/perfil/Rogas S.a.s.;;;;;;;;;;
MLA1574354287;https://articulo.mercadolibre.com.ar/MLA-1574354287;ok;;;Hanomag 500/4 50hp Con Rotovator 150cm 4x4 Nuevo - US$ 16.990;"Precio más IVA 10.5
Tractor 50HP 4x4
Equipado con Rotovator de 150cm";;;Hanomag;500/4;2025;;Traccion Sur;https://www.mercadolibre.com.ar/perfil/Traccion Sur;;;;;;;;;;
MLA1574315371;https://articulo.mercadolibre.com.ar/MLA-1574315371;ok;;;Tractor Hanomag 800/4 Cabina C/aire 80hp 4x4 3 Puntos - US$ 32.000;"PRECIO MAS IVA 10.5% + FLETE DESDE FABRICA 
80HP 4X4 CABINA CON AIRE
LEVANTE DE 3 PUNTOS - CATEGORIA 2
RODADO TRASERO 18.4-30
PESO 3.400KG
TRIPLE SALIDA HIDRAULICA";;;Hanomag;800/4AC;2025;;Traccion Sur;https://www.mercadolibre.com.ar/perfil/Traccion Sur;;;;;;;;;;
MLA1574251061;https://articulo.mercadolibre.com.ar/MLA-1574251061;ok;;;Hanomag 50hp 4x4 Nuevo Fr500/4 Frutero Viñatero Angosto - US$ 13.775;"PRECIO MAS IVA 10.5% + FLETE

TRACTOR HANOMAG FR500/4 
RODADO FRUTERO / VIÑATERO
MOTOR 50HP 
TRACCION 4X4 ALTA Y BAJA
DOBLE SALIDA HIDR DOBLE
LEVANTE DE 3 PUNTOS
TOMA DE FUERZA 540/1000RPM
DIRECCION HIDRAULICA

TRACCION SUR S.A. (TRES ARROYOS PROV BS AS)";;;Hanomag;FR500/4;2025;;Traccion Sur;https://www.mercadolibre.com.ar/perfil/Traccion Sur;;;;;;;;;;
MLA2086697770;https://articulo.mercadolibre.com.ar/MLA-2086697770;ok;;;Carretilla Eléctrica 0 Hs Hangcha 2 Tn A Serie Litio H Camin - US$ 1.160;"Precio promocional Contado USD 2.900 -10 % de Descuento
El precio publicado es un Anticipo por financiación sobre precio de Lista + 3 Cheques.
Consultar condiciones vigentes.

Descripción 
Carretilla Eléctrica Hangcha A serie hombre Caminando 2 Tn CBD20-AMA-SI
Batería de Litio 24V 30A + Cargador
Uñas 680 x 1150 
Ruedas Tandem";;;Hangcha;CBD20-AMA-SI;2024;;Lupartsalupartsa;https://www.mercadolibre.com.ar/perfil/Lupartsalupartsa;;;;;;;;;;
MLA1497269937;https://articulo.mercadolibre.com.ar/MLA-1497269937;ok;;;Autoelevador Diesel  0 Hs Hangcha 5.0 Tn Diesel - US$ 20.704;"Precio promocional Contado USD 51.760 -10 % de Descuento más Impuestos.

El precio publicado es un Anticipo por financiación sobre precio de Lista + 3 Cheques.  Consultar condiciones vigentes.

Descripción
Autoelevador Hangcha  Serie X  CPCD50-XRW19 5.0 Tn Diesel
Motor Nissan UD TD42
Mástil Triple 4.8 mts 
Desplazador Cascade
Uñas 1070 mm
Cubiertas Neumáticas Delanteras 300 X 15 / Traseras 700 X 12";;;Hangcha;CPCD50-XRW19;2024;;Lupartsalupartsa;https://www.mercadolibre.com.ar/perfil/Lupartsalupartsa;;;;;;;;;;
MLA1632724497;https://articulo.mercadolibre.com.ar/MLA-1632724497;ok;;;Maquina Pala Cargadora Iron Group Zl12 Balde 0,50m3 4x4 - US$ 8.000;"TOMAMOS PERMUTA MENOR VALOR + DIFERENCIA DE CONTADO

Pala Cargadora ZL12 – Potencia y Versatilidad para el Trabajo Pesado
Ideal para obras viales, movimientos de suelo y carga de materiales. Motor potente de 50hp, gran capacidad de carga de balde de 0,50m3 y fácil maniobrabilidad. Lista para trabajar. 

Actualmente esta con el motor roto, por eso el precio. 
 
VALOR FINAL (A CONVENIR) - MEDIOS DE PAGO: DE CONTADO O TRANSFERENCIA BANCARIA - TOMAMOS PERMUTA MENOR VALOR + DIFERENCIA DE CONTADO 

FINANCIACION ( CON INTERESES) AL 100 % A TRAVES DE BANCO GALICIA 
FINANCIACION PROPIA CON INTERESES (ANTICIPO 50% + ECHEQS 30 - 60 - 90 - 120) 


SOMOS H&K EQUIPAMIENTOS
Una empresa familiar, expertos en ventas de equipamiento comercial e industrial usados, al mejor precio del mercado.

El precio publicado es final (IMPUESTOS INCLUIDOS)
REALIZAMOS FACTURA A Y B";;;IRON GROUP;ZL12;2012;;H&k Equipamientos;https://www.mercadolibre.com.ar/perfil/H&k Equipamientos;;;;;;;;;;
MLA1574303425;https://articulo.mercadolibre.com.ar/MLA-1574303425;ok;;;Hanomag 25hp Stark 25hp Y Desmalezadora 1.5mt 2025 Nuevo - US$ 10.100;"PRECIO EXCLUSIVO POR PAGO CONTADO MAS IVA 10.5%
DOLAR OFICIAL - SE PAGA EN PESOS.
A RETIRAR DE FABRICA BELL VILLE - CORDOBA (NO INCLUYE FLETE A LA LOCALIDAD DEL COMPRADOR)
EL EQUIPO QUE SE ENTREGA ES MARCA HANOMAG MODELO STARK MODELO PARK2 (25HP DIESEL 3 CILINDROS, RUEDA PARQUERA, 4X2, CON LEVANTE DE 3 PUNTOS, DIRECCION HIDR Y TOMA DE FUERZA) MOTOR LAIDONG KM385BT.
INCLUYE ACCESORIO DE CORTADORA DE CESPED DE 3 PUNTOS CON 4 RUEDAS NIVELADORAS DE 1.5 METROS DE ANCHO DE CORTE

SOMOS CONCESIONARIOS OFICIALES HANOMAG. HACEMOS VENTAS A TODOS LOS PUNTOS DEL PAIS.";;;Hanomag;25;2025;;Traccion Sur;https://www.mercadolibre.com.ar/perfil/Traccion Sur;;;;;;;;;;
MLA1644286031;https://articulo.mercadolibre.com.ar/MLA-1644286031;ok;;;Implemento Cucharon Zanjeador  Para Mini, Vialplan, Bobcat. - US$ 402;"El cucharón zanjeador es el implemento ideal para realizar excavaciones rápidas y precisas en diversos terrenos. Con una capacidad de excavación de hasta 0,7 metros de profundidad, es ideal para la creación de canales de riego en plantaciones agrícolas.

Además, su diseño permite utilizarlo para extracción de raíces, aflojamiento de terrenos compactos, remoción de rocas y limpieza de canales de desagües, lo cual lo convierte en una herramienta indispensable en trabajos de paisajismo, mantenimiento de terrenos y campos.

Ofrece dos posiciones de uso lo que permite cambiar el ángulo de ataque, brindando mayor versatilidad.

Además, su cuchilla fabricada en acero SAE1045 asegura durabilidad y resistencia al desgaste.

El Cucharón Zanjeador está disponible en tres modelos dentro de la misma familia, adaptándose a diferentes necesidades de excavación con un rendimiento eficiente en una variedad de aplicaciones:

DG400
DG500
DG600
Gracias a su capacidad para adaptarse a diferentes tipos de suelo y condiciones de trabajo, garantiza un rendimiento óptimo y eficaz.

Características del cucharón zanjeador

El cucharón zanjeador ofrece múltiples características que lo hacen perfecto para todo tipo de excavaciones. A continuación, te presentamos las principales:

*Ofrece dos posiciones de uso, cambiando el ángulo de ataque, brindando así mayor versatilidad.
*Cuchilla fabricada en acero SAE1045 para evitar desgaste prematuro.";;;VIALPLAN;DG600;2025;;Marcelo;https://www.mercadolibre.com.ar/perfil/Marcelo;;;;;;;;;;
MLA2797517488;https://articulo.mercadolibre.com.ar/MLA-2797517488;ok;;;Pala Cargadora Crybsa C130 Balde 2 Mts - US$ 58.500;"Principales Características técnicas.

•	BALDE 2 MTS CUBICOS
•	PESO OPERATIVO 10.000 KG
•	CAPACIDAD DE CARGA 3000 KG
•	4 X 4
•	ARTICULADA
•	COMANDOS JOYSTICK
•	MOTOR WEICHAI/ DEUTZ 125 HP
•	TERCER VIA HIDRAULICA
•	AIRE ACONDICIONADO
•	CAMARA DE RETROCESO
•	ESTEREO
•	LUCES DE TRABAJO
•	SONIDO MARCA ATRÁS.";;;CRYBSA;C130;2025;;American Vial;https://www.mercadolibre.com.ar/perfil/American Vial;;;;;;;;;;
MLA1473965301;https://articulo.mercadolibre.com.ar/MLA-1473965301;ok;;;Tractor Chery 140hp 6 Cilindros Tipo Deutz - Financiado  0km - US$ 61.900;"DETALLES TÉCNICOS
RS1604C
Tracción Doble 4x4
Motor tipo Diesel 6 cilindros, 4 tiempos, Inyección Directa. Tecnología Perkins. Refrigerado por Agua.
Potencia 160 Hp
Desplazamiento 5800 cm³
Número de marchas 24 x 24
Velocidad min-max (avance / retroceso)1.61-32.41 / 1.77-20.47
Freno principal Disco seco
Toma de fuerza (PTO / rpm) 540 / 1000
Suspensión de 3 puntos Cat. 3
Capacidad de levante a 610mm 2200 kg
Largo total 5060 mm
Ancho total 2265 mm
Altitud total 2995 mm
Min distancia al suelo 470 mm
Trocha delantera 1900/1810 ajustable
Trocha trasera 1816/2410 ajustable
Peso 5800 Kg";;;Chery Bylion;RC1404C -6c;2025;;American Agro;https://www.mercadolibre.com.ar/perfil/American Agro;;;;;;;;;;
