url;titulo;descripcion;condicion;marca;modelo;precio;iva;descuento;ubicacion;formas_de_pago;hp_motor;carac__Año;carac__Horas de motor reales;carac__Potencia motor (hp);carac__Tipo de tracción;carac__Tipo de tractor;carac__Tipo de transmisión;carac__Tres puntos;carac__error
https://rastroagro.com/tractores/agco-allis-6150-2011-pub-24-09-09-16-01-11;Tractor Agco Allis 6.150;Tractor Agco Allis 6.150 Productos similares : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Puma 155 2026 Buenos Aires ‹ › U$S 49.440 + IVA Tractor Zanello 450 1990 Buenos Aires ‹ › U$S 72.100 Tractor Case MXM 165 2007 Córdoba ‹ › U$S 87.550 + IVA -10% DE CONTADO Tractor Massey Ferguson 7170 2010 Buenos Aires ‹ › U$S 19.570 + IVA Tractor John Deere 5010 1965 Córdoba : O KM U$S 93.237 IVA incluido Tractor Kioti HX1401ATC 2026 Buenos Aires : O KM ‹ › Consultar Tractor Valtra BT 170 2026 Córdoba ‹ › U$S 36.050 + IVA Tractor Massey Ferguson 297 2011 Santa Fe ‹ › U$S 36.050 + IVA Tractor Fiat 980-DT No especifica Buenos Aires : O KM : INMEDIATA ‹ › U$S 63.757 + IVA Tractor Chery 1404 2026 La Pampa Productos similares;usado;Agco Allis;6150;"U$S
                                    
                                    87.550 + IVA";+ IVA;;Córdoba;Anticipo 50 % + saldo a convenír | Córdoba | Medios de pago | Financiamiento;150;2011;10000;150;Doble;Agrícola;;NO;
https://rastroagro.com/tractores/agco-allis-6110-2008-pub-24-09-09-16-21-25;Tractor Agco Allis 6.110;Tractor Agco Allis 6.110 Productos similares ‹ › U$S 53.560 + IVA Tractor Fiat 1880 1986 Buenos Aires ‹ › Consultar Tractor Agrinar T150-4 2007 Buenos Aires ‹ › U$S 77.250 + IVA Tractor New Holland TD 5.110 2016 Córdoba : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Puma 140 2026 Buenos Aires ‹ › Consultar -8% DE CONTADO Tractor Agco Allis 6.190 A #0349 2007 Buenos Aires ‹ › Consultar Tractor Zanello 220 No especifica Córdoba ‹ › Consultar -7% DE CONTADO Tractor John Deere 7505 2005 Buenos Aires ‹ › U$S 28.840 + IVA -5% DE CONTADO Tractor Zanello 417 1978 La Pampa : O KM ‹ › Consultar Tractor Valtra BH 154 2026 Córdoba ‹ › U$S 30.900 + IVA -5% DE CONTADO Tractor Zanello 4200 1985 Buenos Aires Productos similares;usado;Agco Allis;6110;"U$S
                                    
                                    46.350 + IVA";+ IVA;;Córdoba;Anticipo 50 % + saldo a convenír | Córdoba | Medios de pago | Financiamiento;110;2008;8837;110;Doble;Agrícola;;NO;
https://rastroagro.com/tractores/zanello-500-c-2003-pub-24-09-09-16-17-57;Tractor Zanello 500 C;Tractor Zanello 500 C Productos similares ‹ › U$S 72.100 + IVA Tractor Pauny Audaz 2200 2019 Buenos Aires ‹ › U$S 92.700 + IVA Tractor Massey Ferguson 6499 2011 Córdoba ‹ › U$S 81.370 Tractor Pauny EVO 540 C 2014 Santa Fe : O KM ‹ › Consultar Tractor Pauny Bravo 540 2026 Buenos Aires ‹ › U$S 90.228 + IVA Tractor Pauny EVO 500 C 2013 Santa Fe U$S 149.350 Tractor Case Puma 205 2013 Santa Fe : O KM Consultar Tractor Valtra S354 2026 Buenos Aires ‹ › U$S 87.550 + IVA -10% DE CONTADO Tractor Agco Allis 6.220 2004 Buenos Aires : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Puma 230 2026 Buenos Aires : O KM U$S 159.120 IVA incluido Tractor Lovol TR2204 2026 Buenos Aires Productos similares;usado;Zanello 500;C;"U$S
                                    
                                    70.040 + IVA";+ IVA;;Córdoba;Anticipo 50 % + saldo a convenír | Córdoba | Medios de pago | Financiamiento;200;2003;12900;200;Articulado;Agrícola;;NO;
https://rastroagro.com/tractores/fahr-86-1-pub-24-09-18-13-58-17;Tractor Fahr 86;Tractor Fahr 86 con pala Minari Productos similares ‹ › Consultar Tractor Massey Ferguson 630F 2008 Santa Fe : O KM Consultar -10% DE CONTADO Tractor Case 130A 2026 La Pampa : O KM ‹ › U$S 94.770 IVA incluido Tractor Zanello 4.170 2026 Córdoba ‹ › U$S 48.410 + IVA Tractor Pauny 250 P 2006 Santa Fe ‹ › U$S 76.220 Tractor Pauny EVO 280 A 2017 Santa Fe ‹ › U$S 56.650 + IVA Tractor Agco Allis 6.150 2009 Buenos Aires : O KM Consultar Tractor Pauny Brioso 2215 ie 2026 Buenos Aires ‹ › Consultar Tractor Fiat New Holland 160-90 No especifica Buenos Aires ‹ › U$S 103.000 + IVA -5% DE CONTADO Tractor Case Puma 180 2013 Buenos Aires : O KM : INMEDIATA ‹ › U$S 82.971 Tractor Chery RS 1604 2026 La Pampa Productos similares;usado;Fahr;86;Consultar;;;Buenos Aires;Anticipo 40 % + saldo a convenír | 12 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;105;No especifica;;105;Simple;Agrícola;;NO;
https://rastroagro.com/tractores/massey-ferguson-7370-2021-pub-24-09-09-15-36-15;Tractor Massey Ferguson 7370;Tractor Massey Ferguson 7370 Productos similares ‹ › U$S 79.310 + IVA -10% DE CONTADO Tractor Massey Ferguson 680 ADV 2008 Buenos Aires ‹ › U$S 72.100 + IVA Tractor Pauny EVO 250 A 2016 Córdoba ‹ › Consultar Tractor New Holland TD5 2015 Buenos Aires ‹ › U$S 67.980 + IVA -10% DE CONTADO Tractor Valtra BH 180 2006 La Pampa ‹ › Consultar Tractor Pauny 280A D.T 2008 Buenos Aires ‹ › U$S 46.350 + IVA Tractor Pauny EVO 230 A No especifica Buenos Aires ‹ › U$S 82.400 + IVA Tractor Pauny Audaz 2200 No especifica Córdoba ‹ › U$S 53.560 + IVA Tractor Zanello 460 C 1990 Buenos Aires ‹ › U$S 80.340 + IVA Tractor Massey Ferguson 7017 2017 Santa Fe ‹ › Consultar Tractor Valtra BH 160 2005 Buenos Aires Productos similares;usado;Massey Ferguson;7370;"U$S
                                    
                                    185.400 + IVA";+ IVA;;Córdoba;Anticipo 50 % + saldo a convenír | Córdoba | Medios de pago | Financiamiento;180;2021;3700;180;Doble;Agrícola;;No especifica;
https://rastroagro.com/tractores/pauny-230cc-2012-pub-24-09-04-17-11-00;Tractor Pauny 230CC;Productos similares ‹ › U$S 64.890 + IVA Tractor Pauny 250 EVO 2016 Córdoba U$S 29.870 + IVA Tractor John Deere 4420 1973 Córdoba ‹ › U$S 74.160 + IVA Tractor Pauny 280 PA 2004 Buenos Aires : O KM ‹ › U$S 66.963 IVA incluido Tractor Lovol TX1204 2026 Buenos Aires ‹ › U$S 30.900 + IVA Tractor Hanomag TR115 2019 Buenos Aires : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Puma 200 2026 Buenos Aires ‹ › U$S 83.945 + IVA -5% DE CONTADO Tractor Pauny EVO 280 A 2025 Buenos Aires ‹ › Consultar Tractor New Holland T7.195 2019 Buenos Aires : O KM ‹ › Consultar -10% DE CONTADO Tractor Chery WD1404 2026 Buenos Aires ‹ › U$S 61.800 + IVA Tractor John Deere 6615 S 2011 Buenos Aires Productos similares;usado;Pauny;230CC;"U$S
                                    
                                    47.380 + IVA";+ IVA;;Córdoba;Anticipo 40 % + saldo a convenír | Córdoba | Medios de pago | Financiamiento;120;2012;;120;Simple;Agrícola;Mecánica;No especifica;
https://rastroagro.com/tractores/massey-ferguson-6711-0-pub-24-08-20-11-37-34;Tractor Massey Ferguson 6711;Versión preparada para pala frontal con Joystick. Productos similares : INMEDIATA ‹ › U$S 15.965 + IVA Tractor Zanello V210 1986 Buenos Aires ‹ › U$S 59.740 + IVA Tractor Deutz Fahr AX 4.190 1994 Entre Ríos ‹ › U$S 76.220 + IVA -10% DE CONTADO Tractor John Deere 4760 1993 La Pampa : O KM Consultar -10% DE CONTADO Tractor Case 130A 2026 La Pampa ‹ › Consultar -5% DE CONTADO Tractor Massey Ferguson 630 2009 Buenos Aires ‹ › U$S 41.200 Tractor John Deere 6600 2000 Córdoba ‹ › U$S 139.050 Tractor New Holland T7.180 2020 Santa Fe ‹ › Consultar -5% DE CONTADO Tractor Pauny 280 A 2011 Buenos Aires : O KM ‹ › Consultar Tractor Valtra AG4 114 2026 Córdoba : O KM ‹ › Consultar Tractor Chery RC 1104 2026 Santa Fe Productos similares;nuevo;Massey Ferguson;6711;Consultar;;;Buenos Aires;Anticipo 30 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;115;2026;;115;Doble;Agrícola;;SI;
https://rastroagro.com/tractores/deutz-a85-74-pub-24-08-23-09-41-30;Tractor Deutz A85;Tractor Deutz A85 / motor 2114 con dirección hidráulica y doble comando / caja de 5ta alta y baja Productos similares ‹ › Consultar Tractor John Deere 2850 No especifica Córdoba : O KM ‹ › Consultar Tractor Valtra A 750 2026 Córdoba : O KM ‹ › U$S 33.040 IVA incluido Tractor Chery RK 704 2026 Buenos Aires ‹ › U$S 11.330 + IVA Tractor Deutz 90 1990 Córdoba ‹ › U$S 28.840 + IVA Tractor Valtra Valmet 885 S 2000 Córdoba ‹ › $ 8.480.000 Tractor Case 830 1978 Buenos Aires Consultar Tractor Fiat 780 con pala No especifica Córdoba : O KM : INMEDIATA U$S 38.296 + IVA -8% DE CONTADO Tractor Chery rk 704 2026 Buenos Aires : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Farmall 80 JXM 2026 Buenos Aires ‹ › Consultar Tractor Massey Ferguson 1098 No especifica Buenos Aires Productos similares;usado;Deutz;A85;"$
                                    
                                    15.965.000";;;Buenos Aires;;85;1974;;85;Simple;Agrícola;;NO;
https://rastroagro.com/tractores/agco-allis-6175-2004-pub-24-08-23-10-40-00;Tractor Agco Allis 6.175;Tractor Agco Allis 6.175 Productos similares ‹ › U$S 83.430 Tractor Case MxM 180 2004 Santa Fe : O KM ‹ › Consultar Tractor Massey Ferguson 7390 2026 Buenos Aires Consultar Tractor John Deere 6600 1997 Entre Ríos ‹ › Consultar Tractor Massey Ferguson 296 1996 Buenos Aires ‹ › U$S 83.945 + IVA -5% DE CONTADO Tractor Pauny EVO 280 A 2025 Buenos Aires ‹ › U$S 47.380 + IVA Tractor Pauny 230CC 2012 Córdoba ‹ › U$S 51.500 Tractor Zanello 450 1990 Buenos Aires ‹ › Consultar -5% DE CONTADO Tractor Massey Ferguson 630 2009 Buenos Aires ‹ › U$S 83.430 + IVA Tractor Massey Ferguson 7180 2011 Santa Fe ‹ › U$S 84.460 + IVA -10% DE CONTADO Tractor Pauny EVO 280 A 2013 La Pampa Productos similares;usado;Agco Allis;6175;Consultar;;;Buenos Aires;Anticipo 30 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;175;2004;9900;175;Doble;Agrícola;;No especifica;
https://rastroagro.com/tractores/pauny-500-c-2007-pub-24-08-28-16-08-24;Tractor Pauny 500 C;Tractor Pauny 500 C Productos similares : O KM ‹ › Consultar Tractor Pauny Bravo 7710 Serie A 2026 Buenos Aires : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Puma 230 2026 Buenos Aires : O KM ‹ › U$S 146.772 IVA incluido Tractor Zanello 2240 2026 Córdoba ‹ › Consultar Tractor Zanello 460 No especifica Buenos Aires : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Magnum 290 2026 Buenos Aires ‹ › U$S 196.267 + IVA -5% DE CONTADO Tractor Massey Ferguson 7415 2016 La Pampa : O KM Consultar -10% DE CONTADO Tractor Case Magnum 260 2026 Buenos Aires ‹ › U$S 90.228 + IVA Tractor Pauny EVO 500 C 2013 Santa Fe ‹ › U$S 70.040 + IVA Tractor Zanello 500 C 2003 Córdoba : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny 710 Bravo 2026 Buenos Aires Productos similares;usado;Pauny 500;C;"U$S
                                    
                                    61.800 + IVA";+ IVA;;Córdoba;Anticipo 40 % + saldo a convenír | Córdoba | Medios de pago | Financiamiento;200;2007;7000;200;Articulado;Agrícola;;NO;
https://rastroagro.com/tractores/massey-ferguson-3308-xtra-0-pub-24-08-20-11-26-28;Tractor Massey Ferguson 3308 xtra;Tractor Massey Ferguson 3308 xtra Productos similares ‹ › U$S 18.540 + IVA -5% DE CONTADO Tractor Massey Ferguson 1185 No especifica Buenos Aires ‹ › Consultar Tractor Fiat Superson 55 No especifica Buenos Aires : O KM Consultar Tractor Hanomag 800/4 2026 Buenos Aires ‹ › U$S 28.016 + IVA -5% DE CONTADO Tractor Valtra Valmet 885 S 1997 Buenos Aires ‹ › U$S 11.330 + IVA Tractor Deutz A65 No especifica Buenos Aires ‹ › U$S 12.360 + IVA -10% DE CONTADO Tractor Massey Ferguson 1075 1975 Buenos Aires ‹ › Consultar Tractor John Deere 2850 No especifica Córdoba ‹ › U$S 26.780 + IVA Tractor John Deere 3420 transformado a 4420 1974 Santa Fe ‹ › U$S 24.720 + IVA Tractor John Deere 2140 1997 Córdoba : O KM ‹ › Consultar Tractor Chery RA500G 2026 Córdoba Productos similares;nuevo;Massey Ferguson 3308;xtra;Consultar;;;Buenos Aires;Anticipo 30 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;92;2026;;92;Doble;Agrícola;;SI;
https://rastroagro.com/tractores/massey-ferguson-6713-0-pub-24-08-20-11-21-22;Tractor Massey Ferguson 6713;Pala frontal opcional Omar Martin Productos similares : O KM Consultar -10% DE CONTADO Tractor Case Puma 200 2026 Buenos Aires ‹ › U$S 85.490 + IVA Tractor Agco Allis 190 2009 Buenos Aires ‹ › Consultar Tractor John Deere 4530 1980 Buenos Aires ‹ › Consultar Tractor Challenger WT590 2005 Buenos Aires ‹ › U$S 77.250 Tractor New Holland TM 150 2006 Santa Fe : O KM Consultar Tractor Valtra BH194 2026 Buenos Aires ‹ › Consultar Tractor Massey Ferguson 297 2010 Buenos Aires ‹ › U$S 77.250 + IVA Tractor Valtra BH160 2006 Buenos Aires : O KM : INMEDIATA ‹ › U$S 63.757 + IVA Tractor Chery 1404 2026 La Pampa ‹ › Consultar Tractor Pauny EVO 250 A 2016 Buenos Aires Productos similares;nuevo;Massey Ferguson;6713;Consultar;;;Buenos Aires;Anticipo 30 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;138;2026;;138;Doble;Agrícola;;SI;
